GEOID,B25075_002M,B25075_003M,B25075_004M,B25075_005M,B25075_006M,B25075_007M,B25075_008M,B25075_009M,B25075_010M,B25075_011M,B25075_012M,B25075_013M,B25075_014M,B25075_015M,B25075_016M,B25075_017M,B25075_018M,B25075_019M,B25075_020M,B25075_021M,B25075_022M,B25075_023M,B25075_024M,B25075_025M
g361031592011,13,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,19,16,60,97,38,51,11,11
g361031592012,12,11,11,11,11,11,11,11,11,11,11,11,19,11,11,15,57,38,88,79,24,19,11,11
g361031592031,23,11,11,11,11,11,37,11,11,11,11,11,11,11,70,24,11,82,80,63,42,38,11,23
g361031592032,11,11,11,11,11,11,11,11,11,11,20,11,11,11,11,24,67,42,95,115,61,56,11,11
g361031592033,30,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,59,59,77,26,82,21,11
g361031592041,11,11,11,11,12,11,11,11,11,11,11,11,12,11,11,18,16,22,46,67,23,13,11,11
g361031592042,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,27,23,64,13,14,10,11
g361031592043,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,39,37,54,50,11,11
g361031592044,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,55,38,54,40,11,13
g361031593001,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,34,18,27
g361031593002,11,11,7,11,11,11,11,6,8,11,11,11,11,11,11,11,8,29,15,56,31,27,6,7
g361031594041,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,39,19,27,11,21
g361031594042,11,19,11,11,11,11,11,11,11,11,11,11,11,30,39,28,29,22,30,25,25,21,11,11
g361031594043,11,37,11,11,11,11,11,11,11,11,11,11,11,59,11,11,102,56,65,65,11,11,11,11
g361031594044,11,11,11,11,11,26,11,11,11,11,11,11,11,11,36,95,54,76,63,35,125,11,11,11
g361031594045,11,11,11,11,11,11,11,11,11,11,11,11,11,34,24,22,84,46,44,45,11,11,11,11
g361031594061,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,62,57,26,50,11,11
g361031594062,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,31,76,29,14,15,11
g361031594063,15,11,11,11,11,11,18,11,11,11,11,11,11,11,11,11,13,11,25,61,39,51,11,11
g361031594071,16,11,11,11,18,11,11,11,12,11,19,11,11,14,18,13,26,53,70,100,11,9,11,11
g361031594072,17,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,39,57,38,46,25,15,11,11
g361031594073,12,11,11,11,11,18,11,11,11,11,11,11,10,11,40,11,12,93,84,76,25,16,11,11
g361031594081,24,11,11,11,11,11,11,16,11,11,11,11,11,11,17,23,43,79,67,90,15,18,11,11
g361031594082,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,17,25,55,44,48,10,14,11,11
g361031594101,11,11,26,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,95,98,92,50,11
g361031594102,11,11,11,11,11,11,11,11,11,26,11,25,11,79,11,87,11,36,37,65,58,63,11,11
g361031594103,47,16,16,16,16,16,16,16,16,16,77,16,16,16,16,16,25,27,81,120,130,136,33,16
g361031594111,7,11,11,11,12,11,11,11,11,11,11,8,11,11,11,16,45,47,103,60,16,22,11,11
g361031594112,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,54,70,67,11,23,11,12
g361031594121,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,11,11,11,23,71,52,46,11,26
g361031594122,11,11,11,21,11,11,11,11,11,11,11,11,11,11,11,11,18,96,62,94,75,112,11,11
g361031594123,29,25,11,11,11,11,18,20,11,35,54,62,11,41,41,80,11,36,35,71,114,82,30,11
g361031594124,11,11,11,11,11,11,27,11,11,11,11,11,11,11,11,11,11,11,72,53,69,19,11,53
g361031595051,11,11,11,11,11,11,11,25,11,11,11,11,11,11,11,11,35,62,95,95,11,11,11,11
g361031595052,21,11,11,11,11,11,11,11,11,11,11,11,11,26,11,11,38,44,77,84,11,11,11,11
g361031595053,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,49,74,24,71,40,31,11,11
g361031595054,50,11,11,11,11,11,11,11,11,11,11,11,63,11,11,37,31,89,52,30,46,21,11,11
g361031595055,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,56,29,77,132,108,19,29,11,11
g361031595061,11,11,11,11,11,11,11,11,11,11,11,11,11,11,27,105,58,55,47,52,34,11,11,11
g361031595062,11,11,11,11,11,11,11,11,11,11,11,11,11,23,38,51,117,57,55,73,19,31,11,11
g361031595063,23,11,11,11,11,11,11,11,11,11,11,11,26,11,27,32,55,60,50,43,11,20,11,11
g361031595064,11,11,11,22,11,11,11,11,11,11,11,11,11,11,21,103,73,57,64,49,11,11,11,11
g361031595081,11,11,11,11,16,11,11,11,11,11,11,11,11,11,51,54,87,87,52,25,29,11,11,11
g361031595082,11,11,11,17,11,11,11,11,11,11,11,11,19,55,88,26,80,63,72,11,11,11,11,11
g361031595083,11,11,11,11,11,11,11,11,11,27,64,11,11,26,41,57,27,29,44,36,11,67,11,11
g361031595084,19,11,21,11,11,11,11,11,11,17,26,11,28,92,68,123,37,29,79,52,11,11,11,11
g361031595091,11,11,11,11,11,11,11,11,11,11,11,24,11,11,11,11,46,47,47,42,11,13,11,11
g361031595092,11,11,11,11,11,11,11,11,11,11,14,11,11,25,18,48,36,28,26,11,27,11,11,11
g361031595093,11,11,11,11,11,11,11,11,11,11,13,11,11,17,11,11,11,62,42,11,11,13,14,11
g361031595101,11,11,11,11,11,11,11,11,11,12,11,12,11,3,11,11,11,4,3,5,3,4,14,11
g361031595102,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,3,11,2,11,11
g361031595111,11,11,11,11,11,11,11,11,11,11,11,27,11,11,34,23,105,78,11,68,20,11,11,11
g361031595112,15,3,4,11,11,11,6,6,11,11,11,4,11,4,32,28,18,84,23,67,60,3,11,13
g361031595113,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,52,53,37,70,46,11,11,11,11
g361031595114,11,11,11,11,11,11,11,11,11,11,11,11,27,11,86,47,62,136,78,83,11,11,11,11
g361031595121,11,11,11,11,11,11,11,11,11,11,11,11,11,42,15,41,40,56,50,38,13,12,11,11
g361031596011,11,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,11,29,32,88,62,95,25,11
g361031596012,11,11,11,11,11,22,11,21,11,11,11,11,11,29,11,29,22,39,69,59,42,40,11,18
g361031596013,24,11,11,11,11,11,11,11,11,11,11,11,11,25,20,11,20,11,64,71,36,11,11,11
g361031596014,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,79,88,72,90,11
g361031596015,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,79,104,56,53,11
g361031596021,11,11,11,11,11,11,11,17,11,11,11,39,11,11,11,11,11,36,30,115,100,49,52,11
g361031596022,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,29,56,56,58,48,13,18
g361031697011,11,11,11,11,11,11,11,11,31,11,11,11,11,11,11,11,11,23,11,66,79,61,57,11
g361031697012,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,82,92,11,68,11,11
g361031697013,11,11,11,11,29,11,11,22,59,11,58,11,11,11,11,11,37,89,24,97,75,100,11,11
g361031697014,11,11,11,11,11,11,11,15,11,11,11,11,11,21,11,11,11,11,31,80,89,73,42,11
g361031697015,11,11,11,11,11,11,19,11,11,11,11,11,20,11,36,11,11,20,11,91,124,100,11,11
g361031697031,10,11,11,11,7,11,11,11,11,11,11,11,11,11,11,17,8,10,70,59,64,48,37,17
g361031697041,11,11,11,28,11,28,11,11,11,11,11,11,11,27,38,11,11,11,23,32,91,49,11,32
g361031697042,11,11,11,11,11,20,11,11,11,11,11,11,11,11,11,11,11,16,11,108,74,44,11,11
g361031697043,27,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,62,11,27,55,26
g361031697044,25,28,11,97,11,32,44,41,30,45,59,47,43,41,34,46,11,53,29,11,11,11,11,11
g361031697045,11,29,46,11,11,93,11,29,11,11,11,27,11,11,58,11,11,11,71,11,26,11,11,11
g361031697046,11,30,11,11,11,11,11,11,25,11,25,11,11,11,33,26,31,70,26,91,72,40,11,11
g361031698001,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,72,51,42,73,43,22,11,11
g361031698002,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,44,40,79,12,11,11,11
g361031698003,21,14,11,15,11,55,11,11,11,11,11,11,11,11,11,74,12,17,36,64,39,11,11,11
g361031698004,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,17,11,22,11,11,11,14,10
g361031699011,11,29,11,11,12,11,11,11,11,11,11,11,11,11,11,20,41,42,45,60,30,115,11,11
g361031699012,11,11,11,11,11,11,11,11,11,11,11,11,11,28,11,11,36,61,103,124,82,60,13,11
g361031699021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,135,90,50,116,81
g361031699022,11,11,11,11,11,11,11,11,11,11,11,11,11,79,11,11,11,11,11,33,107,37,84,11
g361031699023,11,11,11,11,11,11,11,11,11,11,11,11,11,80,11,11,11,11,11,133,11,25,25,11
g361031699024,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,41,21,11,11
g361031699025,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,81,11,11,11,56,108,92,61,11
g361031700011,11,11,11,11,11,11,11,11,11,11,11,17,11,11,11,11,11,27,53,134,69,53,106,42
g361031700012,11,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,11,33,44,92,55,54,69,40
g361031700013,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,11,11,58,67,23,19
g361031700014,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,111,29,11,11
g361031700015,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,11,11,44,71,108,25,72
g361031700021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,11,23,23,13,36,42,29,37
g361031700022,13,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,46,37,61,40,33,40
g361031700023,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,46,28,49,28,46
g361031700024,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,14,11,11,11,17,71,49,23,15
g361031700025,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,6,57,28,33,26
g361031701011,11,11,9,11,11,11,11,11,11,11,11,11,11,6,11,11,9,16,9,30,44,23,11,9
g361031701012,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,28,18,32,30,13
g361031702011,32,11,11,11,11,11,11,11,11,11,40,11,27,11,11,11,11,11,11,66,72,143,54,22
g361031702012,45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,28,52,95,91,11,33
g361031702013,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,50,30,103,37,11
g361031702014,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,83,60,35,11
g361031702015,30,11,11,11,11,11,23,11,11,11,40,11,11,11,23,11,11,11,11,26,25,42,31,18
g361031702016,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,50,53,43,102
g361031702017,24,11,11,11,11,11,11,11,11,11,11,11,11,11,53,11,11,11,11,41,57,56,39,11
g361031702021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,47,26,19,11
g361031702022,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,11,8,11,7,30,6,34
g361031702023,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,37,52,34,13,29
g361031702024,6,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,6,11,11,19,24,35,31,25
g361031702025,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,62,45,62,26,28
g361031803001,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,16,44,77,51,87
g361031803002,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,11,20,33,108,63,45
g361031904011,11,11,11,11,11,11,11,11,11,11,11,11,11,38,11,11,11,88,92,69,39,11,11,11
g361031904012,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,52,11,22,32,11,11,11,11
g361031904013,11,11,47,29,11,27,11,31,27,81,78,11,70,11,11,11,11,11,30,57,23,20,11,11
g361031904014,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
g361031904015,40,11,11,11,11,11,11,11,11,24,11,11,29,38,11,11,41,10,21,52,33,11,11,11
g361031904016,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,27,21,22,77,52,26,30,11
g361031904017,11,11,11,11,11,30,11,11,11,11,11,11,11,57,11,13,16,47,98,126,152,14,11,11
g361031904021,11,11,11,11,11,11,11,20,8,11,11,11,11,14,11,11,11,19,15,48,11,37,19,14
g361031904022,11,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,34,8,42,44,28,30,34
g361031904031,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,46,20,38,27,63
g361031904032,11,11,11,11,11,11,11,11,10,11,13,11,11,11,11,11,13,11,40,40,30,31,16,11
g361031904033,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,14,11,11,52,54,7,45,15,13
g361031905021,14,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,35,11,11,22,36,17,47
g361031905022,4,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,6,5,27,37,31,18,33
g361031905023,11,11,11,11,11,11,11,11,11,11,11,4,11,11,6,11,11,9,11,23,12,20,43,47
g361031905031,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,14,31,25,29,31,12
g361031905032,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,9,11,16,30,48,50,11,22
g361031905033,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,28,24,59,30,54
g361031905034,11,11,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,32,29,32,17
g361031905041,24,7,11,11,11,11,11,3,11,11,11,11,11,10,11,11,11,11,11,11,30,35,36,38
g361031905042,11,11,11,11,11,8,11,11,11,11,11,11,11,11,9,11,11,11,10,11,21,33,18,38
g361031905043,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,27,37,34,33
g361031906011,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,14,28,33,37
g361031906012,11,11,15,11,11,11,11,47,11,17,11,11,11,11,11,11,11,23,11,43,71,34,11,11
g361031906013,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,17,57,69,33,45
g361031906014,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,95,52,55,11,11
g361031906015,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,46,50,13,11,14
g361031906016,11,11,11,11,11,11,11,11,11,11,11,11,16,10,11,11,11,11,11,11,11,28,27,45
g361031906031,12,11,11,11,11,11,11,11,31,13,11,11,11,16,11,11,11,17,11,47,56,56,23,11
g361031906032,17,11,11,11,11,16,11,17,11,11,11,11,11,11,11,46,17,58,30,76,83,55,29,11
g361031906033,16,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,31,64,31,72,34,20
g361031906041,11,11,11,11,11,11,23,14,11,11,11,11,11,11,11,11,30,38,11,111,110,74,9,11
g361031906042,11,11,11,11,11,11,11,25,11,11,11,11,11,11,11,11,11,11,11,91,66,51,33,14
g361031906043,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,17,11,17,11,22,36,43,17,22
g361031907041,11,11,11,11,11,11,11,11,11,11,31,11,11,11,11,11,11,11,11,11,19,28,89,65
g361031907042,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,13,32,30,31
g361031907043,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,6,11,11,19,37
g361031907044,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,5,11,11,11,14,25,16,11,74
g361031907045,11,11,11,11,11,11,11,11,11,11,11,11,11,36,14,11,11,11,11,11,11,11,17,83
g361031907051,11,11,11,11,11,11,9,5,5,11,11,11,11,8,11,5,11,11,7,9,11,14,11,11
g361031907052,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,11,66,16,43,46,71
g361031907053,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,19,16,36,24,24
g361031907054,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,57,33,77,30,58
g361031907055,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,17,48,26,26
g361031907061,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,73,60,52
g361031907062,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,69,39,54,42,39
g361031907063,11,11,11,11,11,11,11,11,11,11,11,11,11,48,11,11,11,11,11,11,11,11,38,82
g361031907064,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,17,11,20,37,62,39
g361031907065,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,13,57,27,32
g361031907071,22,11,11,11,11,11,11,11,11,11,20,11,11,11,11,11,11,31,14,11,30,60,62,62
g361031907072,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,26,74,42,55
g361031907073,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,25,39,61
g361031907074,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,105,44,35
g361031907075,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,11,11,11,90,30,85,88,49
g361031907081,4,11,11,11,11,11,5,11,11,11,11,11,11,3,11,11,11,11,4,11,3,17,27,47
g361031907082,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,31,11,11,41,37,44
g361031908001,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,11,11,11,11,28,11,23,57,37
g361031908002,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,11,11,11,15,28,85
g361031908003,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,11,11,11,11,11,11,26,54,62
g361031908004,11,11,11,11,11,11,11,11,11,11,11,11,25,15,11,11,11,9,11,11,11,11,11,59
g361032009011,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,4,11,11,11,6,11,19,30
g361032009012,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,8,8,4,11,44
g361032009021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,11,59,78,132
g361032009022,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,52,56,70
g361032009023,37,11,11,11,11,11,11,11,11,11,26,11,11,11,11,11,11,11,11,11,27,65,40,51
g361032009024,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,30,11,11,50,37,42,50
g361032009025,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,4,6,4,11,11,16,30,42
g361032009026,25,11,11,11,11,11,11,27,11,11,11,11,11,11,11,11,28,11,11,48,42,46,152,124
g361032009027,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,19,39,52,45
g361032010011,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,37,42,85,80,45
g361032010012,11,11,11,11,11,23,11,11,11,11,11,11,11,11,11,11,11,11,11,11,36,36,63,83
g361032010013,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,35,11,11,11,89,11,101,42,57
g361032010014,11,11,11,11,11,11,11,11,25,11,11,11,11,11,11,11,11,11,11,21,34,65,47,45
g361032010015,11,11,11,11,11,11,11,11,11,11,32,11,11,11,11,24,45,11,11,38,33,132,73,29
g361032010031,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,10,45,30,40,77,34
g361032010032,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,39,14,44
g361032010033,11,11,11,11,11,11,29,11,11,11,11,11,11,11,11,11,11,18,11,5,11,15,20,21
g361032010034,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,21,5,14,25,58
g361032010035,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,62,23,43
g361032010041,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,11,16,41
g361032010042,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,72,11,21,26,58
g361032010043,11,11,11,11,11,11,11,17,11,22,11,11,11,11,11,47,11,11,11,11,11,71,27,36
g361032010044,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,22,31,26,43
g361032010045,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,23,11,14,112,84,46
g361032010046,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,57,70
g361032011001,19,11,11,11,7,11,11,11,11,11,11,11,11,11,56,13,43,66,75,50,18,7,9,11
g361032011002,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,54,29,58,50,19,49,11,18
g361032011003,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
g361032011004,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,61,59,63,27,52,11,21,11,11
g361039901000,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
